RCB,Daredevils,RCB,6 wickets,Bengaluru,"Apr 21, 2018",T20
Sunrisers,Super Kings,Super Kings,4 runs,Hyderabad (Deccan),"Apr 22, 2018",T20
Royals,Mum Indians,Royals,3 wickets,Jaipur,"Apr 22, 2018",T20
Daredevils,Kings XI,Kings XI,4 runs,Delhi,"Apr 23, 2018",T20
Mum Indians,Sunrisers,Sunrisers,31 runs,Mumbai,"Apr 24, 2018",T20
RCB,Super Kings,Super Kings,5 wickets,Bengaluru,"Apr 25, 2018",T20
Sunrisers,Kings XI,Sunrisers,13 runs,Hyderabad (Deccan),"Apr 26, 2018",T20
Daredevils,KKR,Daredevils,55 runs,Delhi,"Apr 27, 2018",T20
Super Kings,Mum Indians,Mum Indians,8 wickets,Pune,"Apr 28, 2018",T20
Royals,Sunrisers,Sunrisers,11 runs,Jaipur,"Apr 29, 2018",T20
RCB,KKR,KKR,6 wickets,Bengaluru,"Apr 29, 2018",T20
Super Kings,Daredevils,Super Kings,13 runs,Pune,"Apr 30, 2018",T20
RCB,Mum Indians,RCB,14 runs,Bengaluru,"May 1, 2018",T20
Daredevils,Royals,Daredevils,4 runs,Delhi,"May 2, 2018",T20
KKR,Super Kings,KKR,6 wickets,Kolkata,"May 3, 2018",T20
Kings XI,Mum Indians,Mum Indians,6 wickets,Indore,"May 4, 2018",T20
Super Kings,RCB,Super Kings,6 wickets,Pune,"May 5, 2018",T20
Sunrisers,Daredevils,Sunrisers,7 wickets,Hyderabad (Deccan),"May 5, 2018",T20
Mum Indians,KKR,Mum Indians,13 runs,Mumbai,"May 6, 2018",T20
Kings XI,Royals,Kings XI,6 wickets,Indore,"May 6, 2018",T20
Sunrisers,RCB,Sunrisers,5 runs,Hyderabad (Deccan),"May 7, 2018",T20
Royals,Kings XI,Royals,15 runs,Jaipur,"May 8, 2018",T20
KKR,Mum Indians,Mum Indians,102 runs,Kolkata,"May 9, 2018",T20
Daredevils,Sunrisers,Sunrisers,9 wickets,Delhi,"May 10, 2018",T20
Royals,Super Kings,Royals,4 wickets,Jaipur,"May 11, 2018",T20
Kings XI,KKR,KKR,31 runs,Indore,"May 12, 2018",T20
Daredevils,RCB,RCB,5 wickets,Delhi,"May 12, 2018",T20
Super Kings,Sunrisers,Super Kings,8 wickets,Pune,"May 13, 2018",T20
Mum Indians,Royals,Royals,7 wickets,Mumbai,"May 13, 2018",T20
Kings XI,RCB,RCB,10 wickets,Indore,"May 14, 2018",T20
KKR,Royals,KKR,6 wickets,Kolkata,"May 15, 2018",T20
Mum Indians,Kings XI,Mum Indians,3 runs,Mumbai,"May 16, 2018",T20
RCB,Sunrisers,RCB,14 runs,Bengaluru,"May 17, 2018",T20
Daredevils,Super Kings,Daredevils,34 runs,Delhi,"May 18, 2018",T20
Royals,RCB,Royals,30 runs,Jaipur,"May 19, 2018",T20
Sunrisers,KKR,KKR,5 wickets,Hyderabad (Deccan),"May 19, 2018",T20
Daredevils,Mum Indians,Daredevils,11 runs,Delhi,"May 20, 2018",T20
Super Kings,Kings XI,Super Kings,5 wickets,Pune,"May 20, 2018",T20
Super Kings,Sunrisers,Super Kings,2 wickets,Mumbai,"May 22, 2018",T20
KKR,Royals,KKR,25 runs,Kolkata,"May 23, 2018",T20
KKR,Sunrisers,Sunrisers,14 runs,Kolkata,"May 25, 2018",T20
Super Kings,Sunrisers,Super Kings,8 wickets,Mumbai,"May 27, 2018",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Super Kings,RCB,Super Kings,7 wickets,Chennai,"Mar 23, 2019",T20
KKR,Sunrisers,KKR,6 wickets,Kolkata,"Mar 24, 2019",T20
Mum Indians,Capitals,Capitals,37 runs,Mumbai,"Mar 24, 2019",T20
Royals,Kings XI,Kings XI,14 runs,Jaipur,"Mar 25, 2019",T20
Capitals,Super Kings,Super Kings,6 wickets,Delhi,"Mar 26, 2019",T20
KKR,Kings XI,KKR,28 runs,Kolkata,"Mar 27, 2019",T20
RCB,Mum Indians,Mum Indians,6 runs,Bengaluru,"Mar 28, 2019",T20
Sunrisers,Royals,Sunrisers,5 wickets,Hyderabad (Deccan),"Mar 29, 2019",T20
Kings XI,Mum Indians,Kings XI,8 wickets,Mohali,"Mar 30, 2019",T20
Capitals,KKR,tied,,Delhi,"Mar 30, 2019",T20
Sunrisers,RCB,Sunrisers,118 runs,Hyderabad (Deccan),"Mar 31, 2019",T20
Super Kings,Royals,Super Kings,8 runs,Chennai,"Mar 31, 2019",T20
Kings XI,Capitals,Kings XI,14 runs,Mohali,"Apr 1, 2019",T20
Royals,RCB,Royals,7 wickets,Jaipur,"Apr 2, 2019",T20
Mum Indians,Super Kings,Mum Indians,37 runs,Mumbai,"Apr 3, 2019",T20
Capitals,Sunrisers,Sunrisers,5 wickets,Delhi,"Apr 4, 2019",T20
RCB,KKR,KKR,5 wickets,Bengaluru,"Apr 5, 2019",T20
Super Kings,Kings XI,Super Kings,22 runs,Chennai,"Apr 6, 2019",T20
Sunrisers,Mum Indians,Mum Indians,40 runs,Hyderabad (Deccan),"Apr 6, 2019",T20
RCB,Capitals,Capitals,4 wickets,Bengaluru,"Apr 7, 2019",T20
Royals,KKR,KKR,8 wickets,Jaipur,"Apr 7, 2019",T20
Kings XI,Sunrisers,Kings XI,6 wickets,Mohali,"Apr 8, 2019",T20
Super Kings,KKR,Super Kings,7 wickets,Chennai,"Apr 9, 2019",T20
Mum Indians,Kings XI,Mum Indians,3 wickets,Mumbai,"Apr 10, 2019",T20
Royals,Super Kings,Super Kings,4 wickets,Jaipur,"Apr 11, 2019",T20
KKR,Capitals,Capitals,7 wickets,Kolkata,"Apr 12, 2019",T20
Mum Indians,Royals,Royals,4 wickets,Mumbai,"Apr 13, 2019",T20
Kings XI,RCB,RCB,8 wickets,Mohali,"Apr 13, 2019",T20
KKR,Super Kings,Super Kings,5 wickets,Kolkata,"Apr 14, 2019",T20
Sunrisers,Capitals,Capitals,39 runs,Hyderabad (Deccan),"Apr 14, 2019",T20
Mum Indians,RCB,Mum Indians,5 wickets,Mumbai,"Apr 15, 2019",T20
Kings XI,Royals,Kings XI,12 runs,Mohali,"Apr 16, 2019",T20
Sunrisers,Super Kings,Sunrisers,6 wickets,Hyderabad (Deccan),"Apr 17, 2019",T20
Capitals,Mum Indians,Mum Indians,40 runs,Delhi,"Apr 18, 2019",T20
KKR,RCB,RCB,10 runs,Kolkata,"Apr 19, 2019",T20
Royals,Mum Indians,Royals,5 wickets,Jaipur,"Apr 20, 2019",T20
Capitals,Kings XI,Capitals,5 wickets,Delhi,"Apr 20, 2019",T20
Sunrisers,KKR,Sunrisers,9 wickets,Hyderabad (Deccan),"Apr 21, 2019",T20
RCB,Super Kings,RCB,1 run,Bengaluru,"Apr 21, 2019",T20
Royals,Capitals,Capitals,6 wickets,Jaipur,"Apr 22, 2019",T20
Super Kings,Sunrisers,Super Kings,6 wickets,Chennai,"Apr 23, 2019",T20
RCB,Kings XI,RCB,17 runs,Bengaluru,"Apr 24, 2019",T20
KKR,Royals,Royals,3 wickets,Kolkata,"Apr 25, 2019",T20
Super Kings,Mum Indians,Mum Indians,46 runs,Chennai,"Apr 26, 2019",T20
Royals,Sunrisers,Royals,7 wickets,Jaipur,"Apr 27, 2019",T20
Capitals,RCB,Capitals,16 runs,Delhi,"Apr 28, 2019",T20
KKR,Mum Indians,KKR,34 runs,Kolkata,"Apr 28, 2019",T20
Sunrisers,Kings XI,Sunrisers,45 runs,Hyderabad (Deccan),"Apr 29, 2019",T20
RCB,Royals,no result,,Bengaluru,"Apr 30, 2019",T20
Super Kings,Capitals,Super Kings,80 runs,Chennai,"May 1, 2019",T20
Mum Indians,Sunrisers,tied,,Mumbai,"May 2, 2019",T20
Kings XI,KKR,KKR,7 wickets,Mohali,"May 3, 2019",T20
Capitals,Royals,Capitals,5 wickets,Delhi,"May 4, 2019",T20
RCB,Sunrisers,RCB,4 wickets,Bengaluru,"May 4, 2019",T20
Kings XI,Super Kings,Kings XI,6 wickets,Mohali,"May 5, 2019",T20
Mum Indians,KKR,Mum Indians,9 wickets,Mumbai,"May 5, 2019",T20
Super Kings,Mum Indians,Mum Indians,6 wickets,Chennai,"May 7, 2019",T20
Sunrisers,Capitals,Capitals,2 wickets,Visakhapatnam,"May 8, 2019",T20
Super Kings,Capitals,Super Kings,6 wickets,Visakhapatnam,"May 10, 2019",T20
Super Kings,Mum Indians,Mum Indians,1 run,Hyderabad (Deccan),"May 12, 2019",T20
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Mum Indians,Super Kings,Super Kings,5 wickets,Abu Dhabi,"Sep 19, 2020",T20
Capitals,Kings XI,tied,,Dubai (DSC),"Sep 20, 2020",T20
Sunrisers,RCB,RCB,10 runs,Dubai (DSC),"Sep 21, 2020",T20
Royals,Super Kings,Royals,16 runs,Sharjah,"Sep 22, 2020",T20
KKR,Mum Indians,Mum Indians,49 runs,Abu Dhabi,"Sep 23, 2020",T20
Kings XI,RCB,Kings XI,97 runs,Dubai (DSC),"Sep 24, 2020",T20
Super Kings,Capitals,Capitals,44 runs,Dubai (DSC),"Sep 25, 2020",T20
KKR,Sunrisers,KKR,7 wickets,Abu Dhabi,"Sep 26, 2020",T20
Royals,Kings XI,Royals,4 wickets,Sharjah,"Sep 27, 2020",T20
RCB,Mum Indians,tied,,Dubai (DSC),"Sep 28, 2020",T20
Capitals,Sunrisers,Sunrisers,15 runs,Abu Dhabi,"Sep 29, 2020",T20
Royals,KKR,KKR,37 runs,Dubai (DSC),"Sep 30, 2020",T20
Kings XI,Mum Indians,Mum Indians,48 runs,Abu Dhabi,"Oct 1, 2020",T20
Super Kings,Sunrisers,Sunrisers,7 runs,Dubai (DSC),"Oct 2, 2020",T20
RCB,Royals,RCB,8 wickets,Abu Dhabi,"Oct 3, 2020",T20
Capitals,KKR,Capitals,18 runs,Sharjah,"Oct 3, 2020",T20
Mum Indians,Sunrisers,Mum Indians,34 runs,Sharjah,"Oct 4, 2020",T20
Kings XI,Super Kings,Super Kings,10 wickets,Dubai (DSC),"Oct 4, 2020",T20
RCB,Capitals,Capitals,59 runs,Dubai (DSC),"Oct 5, 2020",T20
Mum Indians,Royals,Mum Indians,57 runs,Abu Dhabi,"Oct 6, 2020",T20
KKR,Super Kings,KKR,10 runs,Abu Dhabi,"Oct 7, 2020",T20
Sunrisers,Kings XI,Sunrisers,69 runs,Dubai (DSC),"Oct 8, 2020",T20
Royals,Capitals,Capitals,46 runs,Sharjah,"Oct 9, 2020",T20
Kings XI,KKR,KKR,2 runs,Abu Dhabi,"Oct 10, 2020",T20
Super Kings,RCB,RCB,37 runs,Dubai (DSC),"Oct 10, 2020",T20
Sunrisers,Royals,Royals,5 wickets,Dubai (DSC),"Oct 11, 2020",T20
Mum Indians,Capitals,Mum Indians,5 wickets,Abu Dhabi,"Oct 11, 2020",T20
RCB,KKR,RCB,82 runs,Sharjah,"Oct 12, 2020",T20
Sunrisers,Super Kings,Super Kings,20 runs,Dubai (DSC),"Oct 13, 2020",T20
Capitals,Royals,Capitals,13 runs,Dubai (DSC),"Oct 14, 2020",T20
RCB,Kings XI,Kings XI,8 wickets,Sharjah,"Oct 15, 2020",T20
Mum Indians,KKR,Mum Indians,8 wickets,Abu Dhabi,"Oct 16, 2020",T20
Royals,RCB,RCB,7 wickets,Dubai (DSC),"Oct 17, 2020",T20
Capitals,Super Kings,Capitals,5 wickets,Sharjah,"Oct 17, 2020",T20
Sunrisers,KKR,tied,,Abu Dhabi,"Oct 18, 2020",T20
Mum Indians,Kings XI,tied,,Dubai (DSC),"Oct 18, 2020",T20
Super Kings,Royals,Royals,7 wickets,Abu Dhabi,"Oct 19, 2020",T20
Kings XI,Capitals,Kings XI,5 wickets,Dubai (DSC),"Oct 20, 2020",T20
KKR,RCB,RCB,8 wickets,Abu Dhabi,"Oct 21, 2020",T20
Royals,Sunrisers,Sunrisers,8 wickets,Dubai (DSC),"Oct 22, 2020",T20
Super Kings,Mum Indians,Mum Indians,10 wickets,Sharjah,"Oct 23, 2020",T20
KKR,Capitals,KKR,59 runs,Abu Dhabi,"Oct 24, 2020",T20
Kings XI,Sunrisers,Kings XI,12 runs,Dubai (DSC),"Oct 24, 2020",T20
RCB,Super Kings,Super Kings,8 wickets,Dubai (DSC),"Oct 25, 2020",T20
Royals,Mum Indians,Royals,8 wickets,Abu Dhabi,"Oct 25, 2020",T20
KKR,Kings XI,Kings XI,8 wickets,Sharjah,"Oct 26, 2020",T20
Sunrisers,Capitals,Sunrisers,88 runs,Dubai (DSC),"Oct 27, 2020",T20
Mum Indians,RCB,Mum Indians,5 wickets,Abu Dhabi,"Oct 28, 2020",T20
Super Kings,KKR,Super Kings,6 wickets,Dubai (DSC),"Oct 29, 2020",T20
Kings XI,Royals,Royals,7 wickets,Abu Dhabi,"Oct 30, 2020",T20
Capitals,Mum Indians,Mum Indians,9 wickets,Dubai (DSC),"Oct 31, 2020",T20
RCB,Sunrisers,Sunrisers,5 wickets,Sharjah,"Oct 31, 2020",T20
Super Kings,Kings XI,Super Kings,9 wickets,Abu Dhabi,"Nov 1, 2020",T20
KKR,Royals,KKR,60 runs,Dubai (DSC),"Nov 1, 2020",T20
Capitals,RCB,Capitals,6 wickets,Abu Dhabi,"Nov 2, 2020",T20
Sunrisers,Mum Indians,Sunrisers,10 wickets,Sharjah,"Nov 3, 2020",T20
Capitals,Mum Indians,Mum Indians,57 runs,Dubai (DSC),"Nov 5, 2020",T20
RCB,Sunrisers,Sunrisers,6 wickets,Abu Dhabi,"Nov 6, 2020",T20
Capitals,Sunrisers,Capitals,17 runs,Abu Dhabi,"Nov 8, 2020",T20
Capitals,Mum Indians,Mum Indians,5 wickets,Dubai (DSC),"Nov 10, 2020",T20
"By default, the shading indicates records from the past week, or failing that, the most recent entry."
most recent
Records includes the following current or recent matches:
Twenty20
Twenty20
Twenty20
